"accepted_pattern_ref","job_external_ref","employee_sample_refs","pattern_title","job_family","modeled_experience_years","modeled_languages","modeled_education","modeled_certifications","modeled_core_skills","modeled_preferred_skills","modeled_portfolio_assets","modeled_project_keywords","derivation_reason","source_confidence","review_status"
"ACP-JOBJPKYOTOROBBE001-04","JOB-JP-KYOTO-ROB-BE-001","EMP-JOBJPKYOTOROBBE001-04|EMP-JOBJPKYOTOROBBE001-05","Kyoto Robotics Backend accepted candidate model 4","Backend","7","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","REST API|Docker|AWS|System Design|Distributed Systems","CI/CD|Observability|Terraform|GraphQL","GitHub","robot telemetry service|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKYOTOROBBE001-05","JOB-JP-KYOTO-ROB-BE-001","EMP-JOBJPKYOTOROBBE001-05|EMP-JOBJPKYOTOROBBE001-01","Kyoto Robotics Backend accepted candidate model 5","Backend","3","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Docker|AWS|System Design|Distributed Systems|Java","Observability|Terraform|GraphQL|Security","GitHub|Portfolio","robot telemetry service|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKYOTOROBBE001-06","JOB-JP-KYOTO-ROB-BE-001","EMP-JOBJPKYOTOROBBE001-01|EMP-JOBJPKYOTOROBBE001-02","Kyoto Robotics Backend accepted candidate model 6","Backend","4","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","AWS|System Design|Distributed Systems|Java|Spring Boot","Terraform|GraphQL|Security|Kubernetes","GitHub|Portfolio","robot telemetry service|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPKYOTOROBBE001-07","JOB-JP-KYOTO-ROB-BE-001","EMP-JOBJPKYOTOROBBE001-02|EMP-JOBJPKYOTOROBBE001-03","Kyoto Robotics Backend accepted candidate model 7","Backend","5","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","System Design|Distributed Systems|Java|Spring Boot|MySQL","GraphQL|Security|Kubernetes|Kafka","GitHub|Portfolio","robot telemetry service|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKYOTOROBBE001-08","JOB-JP-KYOTO-ROB-BE-001","EMP-JOBJPKYOTOROBBE001-03|EMP-JOBJPKYOTOROBBE001-04","Kyoto Robotics Backend accepted candidate model 8","Backend","6","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Distributed Systems|Java|Spring Boot|MySQL|REST API","Security|Kubernetes|Kafka|Redis","GitHub","robot telemetry service|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKYOTOROBBE001-09","JOB-JP-KYOTO-ROB-BE-001","EMP-JOBJPKYOTOROBBE001-04|EMP-JOBJPKYOTOROBBE001-05","Kyoto Robotics Backend accepted candidate model 9","Backend","7","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Java|Spring Boot|MySQL|REST API|Docker","Kubernetes|Kafka|Redis|CI/CD","GitHub|Portfolio","robot telemetry service|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPKYOTOROBBE001-10","JOB-JP-KYOTO-ROB-BE-001","EMP-JOBJPKYOTOROBBE001-05|EMP-JOBJPKYOTOROBBE001-01","Kyoto Robotics Backend accepted candidate model 10","Backend","3","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Spring Boot|MySQL|REST API|Docker|AWS","Kafka|Redis|CI/CD|Observability","GitHub|Portfolio","robot telemetry service|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKYOTOROBBE001-11","JOB-JP-KYOTO-ROB-BE-001","EMP-JOBJPKYOTOROBBE001-01|EMP-JOBJPKYOTOROBBE001-02","Kyoto Robotics Backend accepted candidate model 11","Backend","4","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","MySQL|REST API|Docker|AWS|System Design","Redis|CI/CD|Observability|Terraform","GitHub|Portfolio","robot telemetry service|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKYOTOROBBE001-12","JOB-JP-KYOTO-ROB-BE-001","EMP-JOBJPKYOTOROBBE001-02|EMP-JOBJPKYOTOROBBE001-03","Kyoto Robotics Backend accepted candidate model 12","Backend","5","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","REST API|Docker|AWS|System Design|Distributed Systems","CI/CD|Observability|Terraform|GraphQL","GitHub","robot telemetry service|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPKYOTOROBBE001-13","JOB-JP-KYOTO-ROB-BE-001","EMP-JOBJPKYOTOROBBE001-03|EMP-JOBJPKYOTOROBBE001-04","Kyoto Robotics Backend accepted candidate model 13","Backend","6","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Docker|AWS|System Design|Distributed Systems|Java","Observability|Terraform|GraphQL|Security","GitHub|Portfolio","robot telemetry service|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKYOTOROBBE001-14","JOB-JP-KYOTO-ROB-BE-001","EMP-JOBJPKYOTOROBBE001-04|EMP-JOBJPKYOTOROBBE001-05","Kyoto Robotics Backend accepted candidate model 14","Backend","7","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","AWS|System Design|Distributed Systems|Java|Spring Boot","Terraform|GraphQL|Security|Kubernetes","GitHub|Portfolio","robot telemetry service|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKYOTOROBBE001-15","JOB-JP-KYOTO-ROB-BE-001","EMP-JOBJPKYOTOROBBE001-05|EMP-JOBJPKYOTOROBBE001-01","Kyoto Robotics Backend accepted candidate model 15","Backend","3","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","System Design|Distributed Systems|Java|Spring Boot|MySQL","GraphQL|Security|Kubernetes|Kafka","GitHub|Portfolio","robot telemetry service|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPKYOTOROBBE001-16","JOB-JP-KYOTO-ROB-BE-001","EMP-JOBJPKYOTOROBBE001-01|EMP-JOBJPKYOTOROBBE001-02","Kyoto Robotics Backend accepted candidate model 16","Backend","4","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Distributed Systems|Java|Spring Boot|MySQL|REST API","Security|Kubernetes|Kafka|Redis","GitHub","robot telemetry service|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKYOTOROBBE001-17","JOB-JP-KYOTO-ROB-BE-001","EMP-JOBJPKYOTOROBBE001-02|EMP-JOBJPKYOTOROBBE001-03","Kyoto Robotics Backend accepted candidate model 17","Backend","5","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Java|Spring Boot|MySQL|REST API|Docker","Kubernetes|Kafka|Redis|CI/CD","GitHub|Portfolio","robot telemetry service|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKYOTOROBBE001-18","JOB-JP-KYOTO-ROB-BE-001","EMP-JOBJPKYOTOROBBE001-03|EMP-JOBJPKYOTOROBBE001-04","Kyoto Robotics Backend accepted candidate model 18","Backend","6","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Spring Boot|MySQL|REST API|Docker|AWS","Kafka|Redis|CI/CD|Observability","GitHub|Portfolio","robot telemetry service|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPKYOTOROBBE001-19","JOB-JP-KYOTO-ROB-BE-001","EMP-JOBJPKYOTOROBBE001-04|EMP-JOBJPKYOTOROBBE001-05","Kyoto Robotics Backend accepted candidate model 19","Backend","7","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","MySQL|REST API|Docker|AWS|System Design","Redis|CI/CD|Observability|Terraform","GitHub|Portfolio","robot telemetry service|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKYOTOROBBE001-20","JOB-JP-KYOTO-ROB-BE-001","EMP-JOBJPKYOTOROBBE001-05|EMP-JOBJPKYOTOROBBE001-01","Kyoto Robotics Backend accepted candidate model 20","Backend","3","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","REST API|Docker|AWS|System Design|Distributed Systems","CI/CD|Observability|Terraform|GraphQL","GitHub","robot telemetry service|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPNIPPONFINBE001-01","JOB-JP-NIPPON-FIN-BE-001","EMP-JOBJPNIPPONFINBE001-01|EMP-JOBJPNIPPONFINBE001-02","Nippon Fintech Backend accepted candidate model 1","Backend","7","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Spring Boot|MySQL|REST API|Docker|AWS","Kafka|Redis|CI/CD|Observability","GitHub|Portfolio","settlement transaction API|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPNIPPONFINBE001-02","JOB-JP-NIPPON-FIN-BE-001","EMP-JOBJPNIPPONFINBE001-02|EMP-JOBJPNIPPONFINBE001-03","Nippon Fintech Backend accepted candidate model 2","Backend","8","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","MySQL|REST API|Docker|AWS|System Design","Redis|CI/CD|Observability|Terraform","GitHub|Portfolio","settlement transaction API|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPNIPPONFINBE001-03","JOB-JP-NIPPON-FIN-BE-001","EMP-JOBJPNIPPONFINBE001-03|EMP-JOBJPNIPPONFINBE001-04","Nippon Fintech Backend accepted candidate model 3","Backend","9","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","REST API|Docker|AWS|System Design|Distributed Systems","CI/CD|Observability|Terraform|GraphQL","GitHub|Portfolio","settlement transaction API|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPNIPPONFINBE001-04","JOB-JP-NIPPON-FIN-BE-001","EMP-JOBJPNIPPONFINBE001-04|EMP-JOBJPNIPPONFINBE001-05","Nippon Fintech Backend accepted candidate model 4","Backend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Docker|AWS|System Design|Distributed Systems|Java","Observability|Terraform|GraphQL|Security","GitHub","settlement transaction API|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPNIPPONFINBE001-05","JOB-JP-NIPPON-FIN-BE-001","EMP-JOBJPNIPPONFINBE001-05|EMP-JOBJPNIPPONFINBE001-01","Nippon Fintech Backend accepted candidate model 5","Backend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","AWS|System Design|Distributed Systems|Java|Spring Boot","Terraform|GraphQL|Security|Kubernetes","GitHub|Portfolio","settlement transaction API|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPNIPPONFINBE001-06","JOB-JP-NIPPON-FIN-BE-001","EMP-JOBJPNIPPONFINBE001-01|EMP-JOBJPNIPPONFINBE001-02","Nippon Fintech Backend accepted candidate model 6","Backend","7","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","System Design|Distributed Systems|Java|Spring Boot|MySQL","GraphQL|Security|Kubernetes|Kafka","GitHub|Portfolio","settlement transaction API|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPNIPPONFINBE001-07","JOB-JP-NIPPON-FIN-BE-001","EMP-JOBJPNIPPONFINBE001-02|EMP-JOBJPNIPPONFINBE001-03","Nippon Fintech Backend accepted candidate model 7","Backend","8","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Distributed Systems|Java|Spring Boot|MySQL|REST API","Security|Kubernetes|Kafka|Redis","GitHub|Portfolio","settlement transaction API|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPNIPPONFINBE001-08","JOB-JP-NIPPON-FIN-BE-001","EMP-JOBJPNIPPONFINBE001-03|EMP-JOBJPNIPPONFINBE001-04","Nippon Fintech Backend accepted candidate model 8","Backend","9","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Java|Spring Boot|MySQL|REST API|Docker","Kubernetes|Kafka|Redis|CI/CD","GitHub","settlement transaction API|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPNIPPONFINBE001-09","JOB-JP-NIPPON-FIN-BE-001","EMP-JOBJPNIPPONFINBE001-04|EMP-JOBJPNIPPONFINBE001-05","Nippon Fintech Backend accepted candidate model 9","Backend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Spring Boot|MySQL|REST API|Docker|AWS","Kafka|Redis|CI/CD|Observability","GitHub|Portfolio","settlement transaction API|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPNIPPONFINBE001-10","JOB-JP-NIPPON-FIN-BE-001","EMP-JOBJPNIPPONFINBE001-05|EMP-JOBJPNIPPONFINBE001-01","Nippon Fintech Backend accepted candidate model 10","Backend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","MySQL|REST API|Docker|AWS|System Design","Redis|CI/CD|Observability|Terraform","GitHub|Portfolio","settlement transaction API|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPNIPPONFINBE001-11","JOB-JP-NIPPON-FIN-BE-001","EMP-JOBJPNIPPONFINBE001-01|EMP-JOBJPNIPPONFINBE001-02","Nippon Fintech Backend accepted candidate model 11","Backend","7","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","REST API|Docker|AWS|System Design|Distributed Systems","CI/CD|Observability|Terraform|GraphQL","GitHub|Portfolio","settlement transaction API|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPNIPPONFINBE001-12","JOB-JP-NIPPON-FIN-BE-001","EMP-JOBJPNIPPONFINBE001-02|EMP-JOBJPNIPPONFINBE001-03","Nippon Fintech Backend accepted candidate model 12","Backend","8","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Docker|AWS|System Design|Distributed Systems|Java","Observability|Terraform|GraphQL|Security","GitHub","settlement transaction API|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPNIPPONFINBE001-13","JOB-JP-NIPPON-FIN-BE-001","EMP-JOBJPNIPPONFINBE001-03|EMP-JOBJPNIPPONFINBE001-04","Nippon Fintech Backend accepted candidate model 13","Backend","9","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","AWS|System Design|Distributed Systems|Java|Spring Boot","Terraform|GraphQL|Security|Kubernetes","GitHub|Portfolio","settlement transaction API|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPNIPPONFINBE001-14","JOB-JP-NIPPON-FIN-BE-001","EMP-JOBJPNIPPONFINBE001-04|EMP-JOBJPNIPPONFINBE001-05","Nippon Fintech Backend accepted candidate model 14","Backend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","System Design|Distributed Systems|Java|Spring Boot|MySQL","GraphQL|Security|Kubernetes|Kafka","GitHub|Portfolio","settlement transaction API|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPNIPPONFINBE001-15","JOB-JP-NIPPON-FIN-BE-001","EMP-JOBJPNIPPONFINBE001-05|EMP-JOBJPNIPPONFINBE001-01","Nippon Fintech Backend accepted candidate model 15","Backend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Distributed Systems|Java|Spring Boot|MySQL|REST API","Security|Kubernetes|Kafka|Redis","GitHub|Portfolio","settlement transaction API|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
